Date:,Title:,URL:,Publication:,Author:,Pro-Anti:,Topic #:,Content:
4/15/2025,Judge rules against parents who wore wristbands to protest transgender student athlete,https://thehill.com/homenews/lgbtq/5249752-judge-parents-protest-transgender-student-athlete/,The Hill,Brooke Migdon,Pro ,12,"A federal judge ruled Monday that two fathers cannot wear pink wristbands with two X’s — the symbol for female chromosomes — drawn on them in opposition to a transgender high school athlete on one of their daughters’ rival soccer teams. 

Kyle Fellers and Anthony Foote sued administrators at Bow High School in south-central New Hampshire last year after they were banned from school property for wearing the wristbands to a match against Plymouth Regional High School, whose girls team includes a transgender player, 16-year-old Parker Tirrell. They asked a federal district court to allow them to silently wear the wristbands and display signs objecting to trans athletes in girls sports at school events. Officials temporarily barred both men from school grounds for distributing and refusing to remove the wristbands during the Sept. 17 game between Bow and Plymouth Regional. Foote also placed a poster that read “Protect Women’s Sports for Female Athletes” on his Jeep and held the sign up in the parking lot after the game ended. 

According to court documents, Fellers and Foote previously discussed with other Bow parents the possibility of more vocally protesting the match once they learned their daughters would be competing against a transgender girl. 

“The plans discussed reportedly included wearing dresses to the game, buying anti-trans gear, making signs, and generally heckling and intimidating the player,” Bow High School Athletic Director Michael Desilets wrote in a declaration to the court in October. In the days leading up to the game, Fellers, according to court documents, purchased “a large number of pink wristbands” and gave them to Foote, who used a black magic marker to adorn each one with either “XX,” the female gender symbol — a circle above a cross — or the acronym “NAD,” which Foote said meant “not a dude.” 

Marcy Kelley, superintendent of schools for SAU 67, which includes the Bow School District, testified during a hearing in November that the “XX” symbol, when used in the context of transgender athletes, “conveys a well-understood anti-trans message.” She noted that Riley Gaines, a conservative activist who campaigns against the inclusion of transgender athletes in girls and women’s sports, uses the “XX” symbol in her social media posts, clothing line and speaking engagements. According to court filings, Fellers and Foote often reference Gaines in their social media posts and on their signs and posters. 

Kelley said she and other school officials believed Fellers and Foote’s protest targeted a single player, violating the Bow High athletic handbook and a school board policy regulating public conduct on school property. Tirrell is the only transgender player on Plymouth Regional High School’s girls soccer team. 

Kelley added that she was not troubled by Fellers and Foote’s opinions on trans athletes but was concerned about protecting an individual student from being the sole subject of a protest. “This was organized and targeted,” she said. 

Fellers and Foote testified in November that they did not intend to harass or target Tirrell. Attorneys for the two men avoided describing their actions as “protest,” instead characterizing it as a “passive statement of support for women’s athletics.” But in denying their motion Monday, U.S. District Court Judge Steven McAuliffe, an appointee of former President George H.W. Bush, said the parents’ “narrow, plausibly inoffensive” intentions cannot be separated from the broader context. He added that adults attending high school events do not enjoy a First Amendment protected right to speech that demeans students. 

“The message generally ascribed to the XX symbol, in a context such as that presented here, can reasonably be understood as directly assaulting those who identify as transgender women,” McAuliffe wrote in his ruling. “Beyond ‘I oppose your participation,’ the message can reasonably be understood to include assertions that there are ‘only two genders,’ and those who identify as something other than male or female are wrong and their gender identities are false, inauthentic, nonexistent, and not entitled to respect.” 

School authorities, McAuliffe wrote, “were duty bound” to protect Tirrell and any transgender students attending the game from “the harassment, intimidation, and anxiety likely to follow” the parents’ actions. Del Kolde, an attorney for the plaintiffs at the Institute for Free Speech, said the group strongly disagrees with McAuliffe’s ruling. 

“This was adult speech in a limited public forum, which enjoys greater First Amendment protection than student speech in the classroom,” Kolde said in an email. “Bow School District officials were obviously discriminating based on viewpoint because they perceived the XX wristbands to be ‘trans-exclusionary.’ We are still evaluating our options for next steps.” 

New Hampshire in July became the first state in the Northeast to ban transgender student-athletes from participating on girls and women’s sports teams. In August, a federal judge allowed Tirrell and another student, 15-year-old Iris Turmelle, to continue playing on their respective schools’ girls teams while challenging the ban in court. The same judge, U.S. District Court Judge Landya McCafferty, appointed by former President Obama, allowed Tirrell and Turmelle to add the Trump administration to their lawsuit after President Trump signed an executive order to ban transgender athletes from girls and women’s sports nationwide."
4/11/2025,CMS tells states Medicaid funds cannot be used for gender-affirming care,https://thehill.com/policy/healthcare/5245488-gender-affirming-care-medicaid/,The Hill,Alejandra O'Connell-Domench,Pro ,5,"The Centers for Medicare and Medicaid Services (CMS) is urging states to not use Medicaid funds for gender-affirming care for minors, specifically gender reassignment surgeries or hormone treatments.  

“As a doctor and now CMS Administrator, my top priority is protecting children and upholding the law,” Mehmet Oz, the recently confirmed agency head, said in a statement Friday.  “Medicaid dollars are not to be used for gender reassignment surgeries or hormone treatments in minors—procedures that can cause permanent, irreversible harm, including sterilization,” he continued. “We have a duty to ensure medical care is lawful, necessary, and truly in the best interests of patients.” 

The CMS sent a letter to state Medicaid agencies Friday notifying them of their responsibility to make sure program payments are “consistent with quality of care” and that covered services are in the best interest of the patient.  

The letter, signed by CMS Deputy Administrator and Director Drew Snyder, claims both surgery and hormone treatments lack evidence to support that they offer long-term benefits for transgender minors and that these interventions can cause “long-term and irreparable harm.” It adds that some developed countries like the United Kingdom, Sweden and Finland have issued restrictions on the use of puberty blockers and hormone treatments on children.  

However, every major medical association in the U.S. supports gender-affirming care, including gender reassignment surgery and hormone treatments, for transgender adults and minors. The American Medical Association also supports public and private health insurance coverage for the gender-affirming care to treat gender dysphoria and opposes the “denial of health insurance based on sexual orientation or gender identity.”  At least 10 states — Kentucky, Arizona, Idaho, Missouri, Florida, Nebraska, Ohio, South Carolina, Tennessee and Texas — have introduced legislation to prohibit Medicaid coverage of gender-affirming care for adults and minors, according to nonprofit think tank the Movement Advancement Project."
4/11/2025,WorldPride organizers caution transgender visitors from abroad,https://thehill.com/homenews/lgbtq/5245215-worldpride-lgbtq-transgender-travel/,The Hill,Brooke Migdon,Pro ,13,"Organizers of WorldPride, a global LGBTQ Pride event series to be held this year in Washington, issued an advisory Friday for transgender people from overseas, citing recent policies put forward by the Trump administration. 

The Capital Pride Alliance, a Washington-based LGBTQ nonprofit, said in an emailed statement that international travelers to the U.S. should “understand the advisories that may be issued by their home country.” “We recommend that travelers considering entry to the United States make an informed decision based on the potential risks involved, as we, alongside advocates and partner organizations, continue to actively navigate the measures being put in place by the current federal administration,” the group said Friday, adding, “Traveling with caution and educating ourselves is regular practice for LGBTQ+ people.”

International travelers are already facing heightened difficulties entering and leaving the country, said Ashley Smith, Capitol Pride Alliance’s board president, and some transgender people from abroad are wary of visiting the U.S. with passports or other identity documents that do not match their sex at birth. 

The State Department in January suspended a policy allowing trans, nonbinary and intersex Americans to update the sex designations on their passports, causing confusion and concern about whether it is safe for them to travel overseas. The department previously allowed U.S. passport holders to self-select their sex designations, including an “unspecified” gender marker denoted by the letter X.  The new policy stems from President Trump’s Jan. 20 executive order declaring the U.S. recognizes only two sexes, male and female. 

Officials in Denmark and Finland last month advised transgender and gender-nonconforming citizens to practice caution when traveling to the U.S., and trans people across the nation — including the actress Hunter Schafer — have shared on social media stories of their passports being involuntarily updated to reflect their sex at birth, rather than their gender identity
Seven transgender and nonbinary Americans are challenging the new policy in federal court, arguing it is motivated by “impermissible animus.” Capital Pride Alliance’s travel advisory Friday said the new State Department policy “could impact some transgender and nonbinary travelers, so we encourage all visitors to consult official sources and seek legal guidance as needed.” 

Smith said WorldPride organizers are addressing visitors’ concerns as they come. 

“We’re communicating as best as possible about the different safety measures,” he said. “We’re talking consistently, and we’re having meetings nearly every single day, all day long, to go through this as well as so many other things.” Council of Governors Vice Chair Charles Allen said he attributes any decline in international travelers to the celebrations next month in Washington “completely to the change in administration.” 

Potential warnings to visitors from abroad, he said, “have nothing to do with the local communities, the state communities, the County communities, and fall squarely with the incredibly shameful tactics we’ve seen in language from the federal administration.” 

Allen added that he was “deeply disappointed” by reports that corporate sponsors had backed away from WorldPride since President Trump’s return to office in January. “It can’t be lost on us that fear is used as a weapon,” he said. WorldPride organizers have said they expect roughly 2 million people to attend the event, which will run between May 17 and June 8 in Washington."
4/10/2025,"Transgender pilot falsely linked to DC plane crash sues conservative influencer, alleging defamation",https://thehill.com/homenews/lgbtq/5243045-transgender-pilot-dc-potomac-reagan-plane-crash/,The Hill,Brooke Migdon,Pro ,3,"A transgender military helicopter pilot sued a conservative social media influencer for alleged defamation on Wednesday, two months after she was falsely blamed for a deadly midair collision over the Potomac River in Washington. 

Jo Ellis, a pilot in the Virginia National Guard, filed the defamation suit against Matt Wallace, a cryptocurrency investor and influencer on the social platform X. In January, Wallace falsely claimed on his X account, where he has 2.2 million followers, that Ellis had been operating the Black Hawk helicopter that collided with a passenger jet on Jan. 29. All 67 people aboard the two aircraft were killed in the crash, the deadliest U.S. aviation disaster in more than 20 years. 

On Jan. 30, less than 24 hours after the crash, Wallace shared a post from one of his alternative accounts that claimed the helicopter pilot was transgender. The post, which Wallace later deleted, included a photo of Ellis, according to the lawsuit. 

Wallace made two additional posts linking Ellis to the crash, according to the lawsuit, including one that referenced a Jan. 29 podcast interview where Ellis discussed President Trump’s executive order to bar transgender people from serving openly in the military. 

On Jan. 31, after learning from friends that she had been falsely connected to the crash, Ellis filmed and uploaded a “proof of life” video to her personal Facebook page. 

“I understand some people have associated me with the crash in D.C., and that is false,” Ellis said in the video. “It is insulting to the families to try to tie this to some sort of political agenda, they don’t deserve that. I don’t deserve this, and I hope that y’all know that I’m alive and well and this should be sufficient for you all to end all the rumors.” Wallace then distanced himself from the claim, according to Wednesday’s lawsuit. He said another account had started the rumor that Ellis had been involved in the crash and that the post “seemed credible” because Ellis “wrote an article calling out Trump’s trans military ban only a few days ago.” Ellis, backed by Equality Legal Action Fund, an LGBTQ legal organization, argued on Wednesday that Wallace’s claims “are outright and unequivocal falsehoods.”

Her lawsuit, filed in the U.S. District Court for the District of Colorado, where Wallace resides, claims he used his platform “to monetize a false narrative that [Ellis] was not only one of the Army pilots involved in the mid-air collision, but also that she engaged in ‘another trans terror attack’ and intentionally caused the mid-air collision due to her ‘depression’ and ‘Gender Dysphoria.’” 

Far-right social media personalities and conservative provocateurs in recent years have been quick to claim, often without evidence, that transgender people are to blame for devastating acts of violence, including mass shootings at a Texas elementary school, celebrity pastor Joel Osteen’s megachurch and a high school in suburban Iowa. 

In December, former Rep. Matt Gaetz (R-Fla.) falsely suggested a transgender student carried out a shooting at a Wisconsin private school, and tech billionaire Elon Musk, the owner of the social platform X and a close ally of President Trump, wrote in a recent social media post, “The probability of a trans person being violent appears to be vastly higher than non-trans.” 

In the immediate aftermath of the Jan. 29 collision, Trump said diversity initiatives at the Federal Aviation Administration may be to blame."
4/1/2025,"Ohio school district reverts to birth names, catching students, parents off guard",https://thehill.com/homenews/education/5225664-ohio-school-district-columbus-trans-student-names/,The Hill,Delaney Ruth,Pro ,2,"Students at Columbus City Schools with preferred names in the district’s system have had their names reverted back to the one listed on their birth certificates, including transgender and nonbinary students, who were not notified that this was happening.

Students and teachers were caught off guard on March 19 when attendance was called and they realized preferred names were changed in the district’s system, which is called Infinite Campus. “He found out about the rescinded name change policy at school,” said a parent with a transgender son. “His fourth-period teacher advised him to go to the office because his preferred name was not listed in Infinite Campus. My son started to go to the office and in a panic ran to the bathroom to call me at work.”

Izetta Thomas, the lead organizer with the Columbus Education Justice Coalition, said she has been talking to parents and students since the day of the change.

“To have that happen on such a grand scale and to not even see it coming, I don’t think that there are any words to describe the feelings that folks had when that happened,” she said.
Thomas added, “Those names that were in the system were actually there with parent consent and permission because there was a form that parents had to fill out for that change to even be in the system at all.”

She also said she feels uncomfortable sending her son back to class. “My son has not physically been back to school since March 19,” the parent said. “For his safety, we unenrolled from his previous school. Now, his educational opportunities have been taken from him.”

Columbus Schools Superintendent Angela Chapman sent out a letter to students, parents and staff on Friday acknowledging that no warning was given. In the letter, Chapman said in part, “We did not provide prior notice this was occurring, nor did we ensure support was in place to prioritize the emotional well-being of everyone impacted.”

Chapman also apologized for how the district handled this situation.

The letter cited recent Ohio laws — including a school bathroom bill and the Parents’ Bill of Rights — as reasons for the change, but Thomas said that none of those laws require school districts to revert trans students’ names. “A lot of the information that we’ve been getting from folks at the district is that it was anticipatory,” Thomas said. “An apology is not enough. An apology is not accountability, and that’s what we’re looking for, is accountability.” The parent did say Chapman called them personally to apologize, but they said she offered little in the way of a solution.

Thomas said a number of people from the Columbus Education Justice Coalition planned to be at the next Columbus Board of Education meeting to show their support for impacted students and families."
4/1/2025,Georgia Legislature approves transgender athlete ban,https://thehill.com/homenews/lgbtq/5225743-georgia-transgender-athletes-ban/,The Hill,Brooke Migdon,Pro ,12,"Georgia lawmakers on Monday sent legislation to bar transgender student-athletes from participating in girls’ and women’s sports to Republican Gov. Brian Kemp, who is expected to sign the measure into law. 

Georgia’s Senate Bill 1 would require middle schools, high schools and colleges to restrict participation in sports and access to multioccupancy facilities like restrooms and locker rooms on the basis of students’ “reproductive biology and genetics at birth.” It employs narrow definitions of male and female that are based on an individual’s capability to produce either “human sperm” or “human ovum.”  Also known as the “Riley Gaines Act,” named after the conservative activist who regularly campaigns against the inclusion of transgender girls in sports, the bill easily cleared both chambers of the state Legislature with support from Republicans and Democrats. 

“Such a tremendous honor. There are few causes more worthy than protecting opportunities for the next generation,” Riley Gaines wrote on the social platform X after Georgia state House lawmakers passed the bill Monday. The lower chamber passed the measure in a 100-64 vote, with three Democrats voting with all Republicans to send it to Kemp’s desk. 

Another “Riley Gaines Act” applying rigid definitions of male and female in state code became law this month in West Virginia. 

In a statement on Monday, Georgia House Speaker Jon Burns (R) said the Legislature in passing the bill “sent a clear message — biological men are not welcome in girls’ sports or spaces here in Georgia.” The state’s Lt. Gov. Burt Jones (R) called the measure’s success in the general assembly “a historic step toward achieving a critical goal for this session.” 

Jones, along with Gaines, attended a signing ceremony in Washington in February for one of President Trump’s executive orders to ban transgender athletes from girls’ and women’s sports. 

Georgia’s state Legislature, which is controlled predominantly by Republicans, in 2022 adopted a similar law creating a commission with the authority to ban transgender athletes from competing on sports teams that match their gender identity. The Georgia High School Association, the state’s governing body for high school sports, passed a rule the same year mandating students’ participation in athletics will be determined by their original birth certificate. 

LGBTQ and civil rights groups have largely opposed efforts to restrict or ban transgender athletes from participating on sports teams that best align with their gender identity, alleging they discriminate against trans young people and open the door to abuse. In January, House Democrats dubbed a GOP-backed measure to ban trans athletes from girls’ and women’s athletics nationwide the “Child Predator Empowerment Act.” 

At least 25 states since 2020 have enacted laws barring transgender athletes from competing on teams that match their gender identity. Four of those laws — in Idaho, West Virginia, Utah and Arizona — are blocked by federal court orders."
3/31/2025,House Dems look to expand access to gender-affirming care amid Trump crackdown,https://thehill.com/homenews/lgbtq/5223884-democrats-gender-affirming-care-trump-crackdown-trans-day-of-visibility/,The Hill,Brooke Migdon,Pro ,"5, 10","More than two dozen House Democrats are looking to protect and expand availability to gender-affirming care for transgender youths and adults as the Trump administration takes steps to sharply curb access. 

The Transgender Health Care Access Act, introduced Monday by Rep. Becca Balint (D-Vt.), would establish grants supporting medical education programs and professional training in transition-related care and expand its access in rural communities. Balint introduced the measure on Trans Day of Visibility, recognized annually on March 31 to celebrate the lives and contributions of trans people and draw attention to disproportionate discrimination faced by the community. The bill has nearly 30 Democratic co-sponsors, several of whom, including Reps. Jerry Nadler (N.Y.) and Sara Jacobs (Calif.), are slated to speak at a transgender rights rally Monday evening in Washington. 

LGBTQ civil rights groups, including the Human Rights Campaign, the National Center for Lesbian Rights, Advocates for Trans Equality and the ACLU, are also backing the legislation, according to a news release from Balint’s office, though it stands little chance in the GOP-controlled Congress.

In a statement, Balint, one of 14 openly LGBTQ lawmakers and a member of the Congressional Equality Caucus, which has also endorsed the bill, said the measure is a response to legislation filed disproportionately by Republicans to curb access to care that major medical organizations have said is medically necessary. 

“As Republicans use their power to take away health care and continue to attack and dehumanize trans folks, I’m not standing down. That’s why I’m introducing this bill to expand access and train more providers,” she said. 

“Republicans are obsessed with attacking trans people. It’s dangerous. Over and over again they use messages designed to get Americans to fear one another and to divide us,” Balint added. “But I want queer and trans Americans to know you have fighters and allies in Congress.” President Trump and his administration have made transgender rights a key target, and half a dozen executive orders signed by the president since his return to office in January directly impact trans Americans. A sweeping order Trump signed during his first hours back in Washington proclaims the government recognizes only two sexes, male and female, and another he signed in February seeks to end federal support for transition-related care for youth. Two federal judges blocked the administration from implementing the latter order. 

Trump has also endorsed states’ efforts to heavily restrict or ban access to gender-affirming care for minors and called on Congress this month during a joint address to pass legislation outlawing such care nationwide. 

Federal legislation to ban trans health care for youth has been introduced in each of the last two Congresses. The bill’s primary sponsor, Rep. Marjorie Taylor Greene (R-Ga.), has not refiled the measure in the current Congress but has said she plans to do so. The 2023 Senate version of Greene’s bill, the Protect Children’s Innocence Act, was sponsored by now-Vice President Vance. 

Earlier this month, Rep. Dan Crenshaw (R-Texas) reintroduced legislation to block hospitals that provide gender-affirming care to minors from being eligible to participate in the Children’s Hospital Graduate Medical Education Payment program, which funds education and training for pediatric medical residents and fellows. He filed the bill on DeTrans Awareness Day, which recognizes the experiences of individuals who once, but no longer, identified as trans and advocates against transition-related medical care, particularly for minors.

Laws passed in 27 states ban care — including puberty blockers, hormone therapy and surgery — for transgender youth. The Supreme Court will decide this summer whether such bans violate the constitution."
3/28/2025,McMahon warns schools of increased enforcement on parents’ rights,https://thehill.com/homenews/education/5220439-mcmahon-warns-schools-of-increased-enforcement-on-parents-rights/,The Hill,Lexi Lonas Cochran,Anti,"2, 15","Education Secretary Linda McMahon sent a “Dear Colleague” letter to schools Friday warning of increased enforcement of parental rights.  

The letter comes following investigations conducted by the Department of Education against California and Maine over policies the federal agency alleges keep records of students’ gender identity away from their parents, allegedly violating the Family Educational Rights and Privacy Act (FERPA). FERPA gives parents a legal right to have access to all their children’s educational records.  

“Parents are the most natural protectors of their children. Yet many states and school districts have enacted policies that imply students need protection from their parents,” McMahon said.  

“These states and school districts have turned the concept of privacy on its head—prioritizing the privileges of government officials over the rights of parents and wellbeing of families. Going forward, the correct application of FERPA will be to empower all parents to protect their children from the radical ideologies that have taken over many schools,” she added.  The “Dear Colleague” letter from the Student Privacy Policy Office also identifies “priority concerns” for which the office is considering “proactive measures” to address.  

The concerns include schools that allegedly have policies that do not allow parents to see if the district comes up with a “gender plan” to support a transgender student and districts that are allegedly not annually notifying parents of their rights under FERPA. The letter and investigations into Maine and California over FERPA come as the Trump administration has implemented policies affecting transgender students and athletes.  The president signed an executive order barring transgender athletes from competing on the sports team they choose. Funding has also been paused to the University of Pennsylvania (Penn) and the University of Maine over alleged violations of that order. 

Both schools have said they are following NCAA rules, which were changed to bar transgender athletes after President Trump’s order.  

The investigations came after Republican backlash to Penn over a swimming controversy with a transgender student back in 2022. The University of Maine investigation began after a spat between Trump and Maine’s governor over his order."
4/11/2025,Trump administration advances effort to pull Maine’s federal K-12 funding over trans athletes,https://www.politico.com/news/2025/04/11/trump-administration-advances-effort-to-pull-maines-federal-k-12-funding-over-trans-athletes-00287077,Politico,Bianca Quilantan,Anti,"12, 15","The Education Department launched the process for pulling Maine’s federal K-12 funding citing the state’s refusal to bar transgender students from girls’ sports.

The agency referred its Title IX investigation into the state’s K-12 transgender student athletics participation policy to the Justice Department, which is a key step to launching enforcement actions. The Education Department will also initiate an administrative proceeding to adjudicate the termination of Maine’s education agency’s federal K-12 funding, including formula and discretionary grants. “The Maine Department of Education will now have to defend its discriminatory practices before a Department administrative law judge and in a federal court against the Justice Department,” acting Assistant Secretary for Civil Rights Craig Trainor said in a statement. “Governor Mills would have done well to adhere to the wisdom embedded in the old idiom — be careful what you wish for. Now she will see the Trump Administration in court.”


In February, the agency’s Office for Civil Rights launched a self-initiated investigation into the Maine agency for potentially violating Title IX after a public spat between President Donald Trump and Maine Gov. Janet Mills.

Trump threatened Maine’s federal funding and singled out Mills, a Democrat, and her state’s policies after she refused to say whether she would comply with his executive order barring transgender girls from girls’ sports.

Trump has since demanded a “full throated apology” from Mills and a promise to never pose a “challenge” to the federal government again.

In March, the Education Department’s probe found the Maine Department of Education’s sports participation policy violated Title IX. But the proposed agreement given to the state to sign to avoid losing its funding went beyond just addressing sports.

The requirements of the agreement would have forced the state to say the Trump administration’s interpretation of Title IX outweighs Maine’s Human Rights Act, which provides protection for transgender people.

The Education Department’s proposed resolution agreement would have also required the state agency to direct all schools to comply with Title IX and specify that the federal law requires schools to “forbid allowing males to participate in any athletic program, or access any locker room or bathroom, designated for females.” The directive must also tell schools there are only two sexes, “woman” and “man.”"
4/1/2025,"Planned Parenthood applies its abortion playbook to push for transgender rights in California
",https://www.politico.com/news/2025/04/01/planned-parenthood-push-transgender-rights-california-00265387,Politico,Rachel Bluth,Pro ,5,"California reproductive health care advocates are moving to extend their playbook for abortion protections to transgender care in the wake of federal funding cuts and moves to reverse trans rights under the Trump administration.

In a state legislative package first shared with POLITICO, Planned Parenthood is backing six bills that touch on access to medication abortion, STI testing, Medi-Cal funding and privacy protections for patients and providers who work in gender-affirming care. The package comes just after the Trump administration notified Planned Parenthood clinics that it’s withholding tens of millions of dollars under the Title X family planning program and threatens further cuts to other state health resources. President Donald Trump has also taken aim at transgender care, threatening to cut off Medicaid funding to any facility that provides it, especially to minors.


Planned Parenthood now sees an opening to try to protect gender-affirming care in California, similar to how the state moved to enshrine abortion rights under the first Trump administration.

Several of the proposals build on shield laws and privacy protections the groups first pushed for to cover abortion providers and patients in the immediate aftermath of the Supreme Court overturning Roe v. Wade in 2022.

“Plain and simple, we’re protecting our patients and providers,” Jodi Hicks, CEO of the group’s California advocacy group, told POLITICO. “We’re really looking at everything that we did, what was successful when we were protecting abortion, transferring that over to ensure our trans folks are also protected.”

The legislative package is being rolled out at a critical juncture for Planned Parenthood. The group is coming under threat at the macro level in Washington, where anti-abortion activists have spent the month lobbying Congress to defund the organization; and at the micro level in Sacramento where social conservatives have spent the past few days advocating against abortion at the March for Life and transgender rights at other bill hearings.

One proposal from state Sen. Scott Wiener, which he’s calling the Transgender State of Refuge, builds on a law he passed in 2022 that prevents law enforcement from accessing some medical records around gender-affirming care.

Wiener’s bill this year, SB 497, closes a loophole in the prior bill, now requiring a warrant for law enforcement when they want to access a prescription drug database that could be used to identify transgender men accessing testosterone. The bill also expands the state’s shield laws to prohibit health care providers from complying with subpoenas that require them to disclose medical information about gender-affirming care. It’s similar to two other measures passed in recent years, SB 345 from former state Sen. Nancy Skinner and AB 1666 from Assemblymember Rebecca Bauer-Kahan. Together, they create a thicket of legal protections for patients and providers of both abortion and gender-affirming care to keep out-of-state law enforcement out of patient records and doctors’ offices.

“There’s this commonality of the government trying to micromanage not just people’s lives, but micromanage who they are and what kind of life they’re allowed to live,” Wiener said in an interview with POLITICO.

Another bill on Planned Parenthood’s list this year is AB 82 from Assemblymember Chris Ward, which also intertwines protections for gender-affirming care with protections for abortion care.

Ward’s bill would prevent prescriptions for testosterone or mifepristone (often used in abortions) from even being entered in the prescription drug database mentioned in Wiener’s bill.

It also extends some existing protections for reproductive health and abortion providers to gender-affirming care providers as well. Today, abortion providers, patients and volunteers who fear harassment or violence have extra privacy and confidentiality protections to prevent doxxing, or sharing personal information online to harass them. Ward’s bill would extend those protections to patients and providers of gender-affirming care as well.

“It is imperative that we support the privacy and safety of patients and their families,” Ward said in a statement.

The specter of the Trump administration looms large over the entire bill package. One proposal, from Sen. Akilah Weber-Pierson — who is also a trained OB-GYN — is a direct response to the administration’s threats to cut Medicaid.

Her bill, SB 528, proposes creating “The Health Care Maintenance and Expansion Fund,” which would use state revenue or private donations to pay for services that could be cut from Medicaid. This is meant to ensure that if the Trump administration ends Medi-Cal funding that’s used for treatments and services like abortion, family planning or gender-affirming care, the state would still offer its own funding. It’s extra pertinent now, as the Trump administration just announced tens of millions of dollars in cuts to the Title X family planning program, including delays in grants to California.

Weber-Pierson said she is “deeply concerned” about the Title X grants, which are used to help low-income people get STI screenings, contraception and other reproductive health care services. Her bill wasn’t specifically written in response to the Title X cuts, but could ultimately help fill those gaps, she said.

“Whether it could help backfill some of this lost funding will ultimately depend on the budget process and how we implement it, but I am committed to fighting for the resources necessary to protect reproductive healthcare access in our state,” Weber-Pierson said in a statement to POLITICO.

Hicks said the bill could also help Planned Parenthoods around the state: as one of if not the largest providers of gender-affirming care in the state, the clinics could also lose Medicaid funding under the executive order from Trump that threatens to cut funding to anyone that provides this care.

And in order to further shore up the state’s reproductive and sexual health infrastructure, Planned Parenthood is also supporting SB 339 from state Sen. Christopher Cabaldon to increase the rates Medi-Cal pays for STI testing.

Planned Parenthood is also working on medication abortion access with two bills, AB 54 from Assemblymember Maggy Krell and AB 260 from Assembly Majority Leader Cecilia Aguiar-Curry. They both reaffirm the right to access mifepristone in the state, and Hicks said they could both change throughout the legislative process if lawmakers adjust for other potential state impacts from Washington.

Aguiar-Curry’s bill is modeled off a similar one that just became law in New York, which lets providers keep their names off abortion medication prescriptions, and adds extra privacy protections as well.

“With federal threats to reproductive rights, it’s more important than ever that we stand strong in protecting the rights of California women and their health care providers to make decisions for ourselves and our families,” Aguiar-Curry said in a statement."
4/1/2025,Trump picks lightning-rod California legislator to be US attorney in Los Angeles,https://www.politico.com/news/2025/04/01/donald-trump-lightning-rod-california-legislator-us-attorney-los-angeles-00265322,Politico,Blake Jones,Anti,10,"President Donald Trump has chosen a California Republican state lawmaker who helped prosecute the 2015 San Bernardino terrorist attacks and elevated his profile antagonizing Democrats in the state Legislature to be the next U.S. attorney in Los Angeles.

Assemblymember Bill Essayli will resign from the Legislature on Tuesday night and begin the new role on Wednesday, according to two people with direct knowledge of his plans who were granted anonymity because they weren’t authorized to speak publicly on the matter. His nomination, previously unreported, demonstrates how Trump’s return to office has heightened the relevance of California Republicans who are frequently sidelined in the Democratic-supermajority state.


Essayli will oversee federal law enforcement in the Central District of California — the nation’s most populous federal court jurisdiction, which encompasses large swaths of Southern California and nearly 20 million residents. He served as an assistant U.S. attorney in the office earlier in his career.

Representatives for Essayli and the White House didn’t respond to requests for comment.

Essayli has since 2022 represented a conservative pocket of inland Southern California in the statehouse. There, he focused heavily on gender issues, traveling to local school board meetings to advocate for policies requiring school staff to alert parents if a student showed signs of being transgender. He also carried unsuccessful legislation that would have made such “parental notification” mandatory statewide.

He presented a bill Tuesday that would ban transgender athletes’ participation in girls’ and women’s sports, an issue that was given oxygen in Sacramento when Gov. Gavin Newsom broke with fellow Democrats on the issue last month.

Essayli focused his testimony on the legal side of the issue, echoing a Trump administration interpretation of Title IX which argues the civil rights law already precludes trans girls from participating on school sports teams matching their gender identity.

California’s allowance of trans sports participation is “not just bad policy, it’s also a flagrant violation of Title IX and puts California schools at risk of losing billions in federal funding,” Essayli said during a committee hearing Tuesday. “I believe California will come into compliance with Title IX, either through this legislative process or the court process.”

The son of Lebanese immigrants, Essayli became the first Muslim member of his chamber when he was elected in 2022.

He frequently angered ruling Democrats and even frustrated some moderates within his own caucus with his pugnacious approach. One especially memorable episode came on the last night of last year’s legislative session, when legislative Democrats had run out of time to hear all the bills on their docket and declined to call on him to speak as they rushed through their agenda.

“I have the Goddamn right to speak,” he yelled while banging on his desk minutes before midnight.

The Democrat overseeing the proceedings told Essayli he was out of order.

“You are a fucking liar,” Essayli yelled back twice, before walking off the Assembly floor.

Essayli found unique ways to agitate the opposing party, recently joining forces with advocates of a slavery reparations proposal that Democrats held during that same final day of the legislative session. And he developed powerful alliances, recently working with Trump’s Special Envoy Richard Grenell and Republican Assemblymember Carl DeMaio to qualify a statewide voter ID requirement for the ballot in 2026.

Trump has also nominated California attorney Harmeet Dhillon to lead his Department of Justice’s civil rights division.

Essayli will replace acting U.S. Attorney Joseph McNally, who filled the post earlier this year after Biden-appointed Martin Estrada left for private practice just before Trump’s inauguration.

The position requires Senate confirmation. Confirmation for most U.S. attorney jobs is typically routine, though California Sen. Adam Schiff has promised to hold up the confirmation of D.C.-based acting Attorney Ed Martin."
